"id","attrition_flag","customer_age","gender","education_level","income_category","total_relationship_count","months_inactive_12_mon","credit_limit","total_revolving_bal","total_amt_chng_q4_q1","total_trans_amt","total_trans_ct","total_ct_chng_q4_q1","avg_utilization_ratio"
7220,0,53,"M","College","$80K - $120K",5,1,34516,800,0.804,3819,72,0.6,0.023
2847,0,57,"F","Unknown","Less than $40K",5,2,5443,1889,0.421,4416,64,0.6,0.347
7872,0,48,"M","Post-Graduate","$40K - $60K",6,2,6710,1942,0.777,1727,37,0.85,0.289
9247,0,53,"F","Uneducated","$40K - $60K",3,3,15845,1675,0.514,4037,68,0.447,0.106
3302,0,59,"F","Uneducated","Less than $40K",5,1,9344,1334,0.375,4154,60,0.818,0.143
7450,0,57,"M","Uneducated","$120K +",3,2,34516,1244,0.606,15176,126,0.8,0.036
8838,1,47,"M","High School","$80K - $120K",2,2,7498,2319,0.484,1676,51,0.759,0.309
3983,0,53,"M","Unknown","$40K - $60K",4,1,2522,1704,0.988,4697,73,0.698,0.676
4182,0,42,"F","Graduate","Less than $40K",4,2,2526,2048,0.716,4267,72,0.8,0.811
927,0,38,"M","High School","$40K - $60K",2,2,2232,1163,0.557,4185,80,0.778,0.521
3523,0,51,"F","Doctorate","Less than $40K",2,2,4132,2517,0.786,13820,129,0.697,0.609
1407,0,51,"M","Post-Graduate","$120K +",2,5,34516,1991,0.718,7520,79,0.681,0.058
2737,0,42,"F","Doctorate","Less than $40K",6,6,1592,0,0.745,4172,70,0.75,0
8571,1,39,"M","Post-Graduate","$120K +",6,3,8700,1742,0.454,2306,50,0.613,0.2
1211,0,31,"M","Graduate","$80K - $120K",2,3,32791,1607,0.752,13177,106,0.738,0.049
1620,0,53,"F","High School","Less than $40K",5,3,2799,1303,0.763,3971,76,0.551,0.466
7445,0,47,"F","Uneducated","Less than $40K",3,3,1819,1235,0.798,4636,75,0.705,0.679
6366,1,44,"M","Unknown","$60K - $80K",3,2,2540,0,0.212,1531,31,0.107,0
244,0,48,"F","High School","Less than $40K",4,3,1438.3,812,0.667,3868,80,0.702,0.565
3434,0,44,"M","Graduate","$80K - $120K",3,3,12230,1196,0.62,3659,76,0.52,0.098
9281,0,42,"M","Graduate","$80K - $120K",1,2,8480,1339,0.668,4070,76,0.49,0.158
1524,0,40,"F","Graduate","Less than $40K",6,1,7582,1942,0.823,4926,85,0.635,0.256
2494,0,42,"M","Graduate","$60K - $80K",3,3,10607,2517,1.197,1903,40,0.538,0.237
7462,0,50,"M","Unknown","$120K +",4,5,34516,668,0.894,3931,77,0.791,0.019
2778,0,46,"F","Graduate","Less than $40K",5,3,3913,0,0.722,5170,93,0.86,0
2508,1,42,"F","Unknown","Less than $40K",3,3,2983,0,0.865,2509,46,0.586,0
10104,0,42,"F","College","Unknown",6,2,30770,2228,0.712,15998,121,0.704,0.072
8786,0,41,"F","Unknown","Less than $40K",4,3,2934,933,0.898,4253,66,0.737,0.318
9503,0,44,"M","Graduate","$80K - $120K",4,1,34516,1726,0.867,1729,52,0.677,0.05
2155,0,62,"F","College","Less than $40K",3,2,2378,1610,0.448,1807,45,0.607,0.677
1415,0,58,"M","Unknown","$120K +",4,5,12398,0,0.785,4228,93,0.788,0
4903,0,41,"M","High School","$80K - $120K",6,2,1636,986,0.833,4695,73,0.872,0.603
2697,0,26,"M","College","Less than $40K",6,1,5713,789,0.678,3323,61,0.525,0.138
5464,0,45,"F","Uneducated","Less than $40K",6,5,2728,0,0.879,4554,75,0.744,0
1466,0,37,"F","Graduate","Less than $40K",3,3,2684,0,0.66,4796,85,0.635,0
7300,1,50,"M","Graduate","$60K - $80K",3,4,7050,1008,0.639,2176,39,0.56,0.143
4426,1,58,"M","Uneducated","$40K - $60K",2,4,1438.3,537,0.819,715,13,0.182,0.373
9704,0,59,"F","Post-Graduate","$40K - $60K",5,3,2634,1644,1.092,4190,71,0.732,0.624
3548,0,52,"M","Uneducated","$40K - $60K",2,2,2937,1633,0.857,8235,102,0.522,0.556
7050,0,56,"M","High School","$60K - $80K",5,6,2863,2517,0.583,1458,39,0.696,0.879
4252,1,46,"F","Unknown","$40K - $60K",2,3,5542,0,0.808,8246,59,0.639,0
4511,0,62,"F","Graduate","$40K - $60K",3,2,11352,2517,0.751,4021,56,0.806,0.222
9416,0,59,"F","Graduate","Less than $40K",6,2,2228,1502,0.719,3922,75,1.027,0.674
6246,0,55,"F","College","Less than $40K",4,2,1928,1125,0.911,2190,30,0.667,0.584
6503,1,41,"F","High School","$40K - $60K",3,2,4650,204,0.685,2014,54,0.8,0.044
7270,0,47,"F","Graduate","Less than $40K",6,3,2726,0,0.844,1099,27,0.588,0
7580,0,51,"F","Unknown","Less than $40K",3,1,4941,786,0.833,3822,50,1.083,0.159
4748,1,50,"F","High School","Unknown",5,0,10057,0,0.792,2383,42,0.448,0
5378,0,36,"F","Unknown","Less than $40K",4,2,9239,1421,0.823,2246,44,0.833,0.154
485,0,56,"F","High School","Unknown",3,2,4169,1549,0.768,4519,82,0.708,0.372
311,0,45,"M","Doctorate","$80K - $120K",6,3,11710,693,0.914,1749,50,0.429,0.059
7114,0,41,"F","High School","Less than $40K",3,2,2787,2053,0.76,4949,76,0.551,0.737
5458,1,48,"F","College","Unknown",5,2,2220,0,0.737,2456,45,0.452,0
8565,0,46,"F","High School","Less than $40K",6,3,2170,1498,0.64,4569,79,0.881,0.69
9274,0,51,"M","Graduate","$80K - $120K",4,1,3418,0,2.594,1887,20,2.333,0
8359,0,57,"M","Unknown","$80K - $120K",5,3,7558,1364,0.719,3676,67,0.558,0.18
7107,1,48,"F","Doctorate","$40K - $60K",4,3,3646,1047,0.633,1969,38,0.52,0.287
8192,0,26,"M","Graduate","Less than $40K",3,3,2174,1514,0.607,2510,44,0.294,0.696
4646,0,36,"M","Post-Graduate","$40K - $60K",3,2,11862,2282,0.837,2576,74,0.85,0.192
3832,0,40,"M","Graduate","$80K - $120K",6,2,18584,2446,0.76,3504,64,0.882,0.132
1751,0,46,"M","Doctorate","$80K - $120K",4,3,14310,694,0.558,1254,34,0.478,0.048
484,0,59,"M","Graduate","$60K - $80K",2,2,26692,2517,0.796,8780,86,0.654,0.094
5353,0,36,"F","Uneducated","Unknown",6,3,4685,1626,0.945,4560,81,0.588,0.347
8488,0,49,"M","High School","$80K - $120K",4,2,13490,1672,0.799,4205,75,0.415,0.124
4956,0,43,"M","High School","$80K - $120K",4,3,3083,1898,1.042,1448,30,2,0.616
9351,0,42,"M","Graduate","$40K - $60K",4,2,3178,1800,0.89,4605,86,0.623,0.566
6471,0,50,"M","Graduate","$60K - $80K",4,1,6508,2276,1.008,4254,77,0.711,0.35
4916,0,28,"M","High School","Less than $40K",5,2,1950,0,0.803,2074,81,0.8,0
8930,0,36,"M","High School","$80K - $120K",5,3,14690,979,0.811,2746,68,0.511,0.067
8585,0,50,"F","Uneducated","$40K - $60K",5,2,3065,1570,1.077,1130,28,1.333,0.512
1867,0,45,"M","Graduate","$40K - $60K",5,1,13129,901,0.825,2564,56,0.474,0.069
7262,0,48,"M","Uneducated","$40K - $60K",6,3,8327,1551,0.463,4428,82,0.822,0.186
7138,1,42,"F","High School","$40K - $60K",5,3,2705,2430,0.698,2602,43,0.433,0.898
4046,0,46,"F","College","Unknown",6,3,9881,1794,0.582,4725,85,0.735,0.182
6773,0,27,"F","Post-Graduate","Less than $40K",4,1,2965,1635,0.7,2553,59,0.553,0.551
6578,0,40,"F","Graduate","Less than $40K",3,1,2421,1747,0.691,1346,30,1.308,0.722
6270,0,57,"F","High School","Less than $40K",1,3,3029,2214,0.7,4750,89,0.978,0.731
4288,1,49,"F","Graduate","Less than $40K",3,3,2212,0,0.942,2394,55,0.897,0
2191,0,35,"M","College","$80K - $120K",5,2,15279,1496,0.997,2079,57,0.425,0.098
8638,1,42,"M","Graduate","Less than $40K",2,3,6967,1767,0.54,1919,38,0.52,0.254
2618,0,53,"M","Unknown","$120K +",6,2,10001,0,0.676,4167,74,0.644,0
4576,1,54,"M","Uneducated","$60K - $80K",4,3,2189,382,0.884,2750,51,0.594,0.175
10058,0,45,"M","Graduate","$80K - $120K",6,3,8063,1485,0.872,4275,77,0.833,0.184
8820,0,44,"M","High School","Less than $40K",5,2,6130,808,0.747,3411,78,0.592,0.132
4379,0,47,"M","Graduate","$60K - $80K",2,2,11773,0,0.754,5098,58,1.071,0
6169,0,59,"F","Graduate","Less than $40K",4,5,3054,2517,1.061,4706,84,0.647,0.824
9735,0,51,"F","Graduate","Less than $40K",6,1,2141,1176,0.746,4317,64,0.778,0.549
8463,0,45,"F","High School","Less than $40K",4,3,2826,2162,0.924,2005,32,0.684,0.765
4246,0,44,"F","Graduate","Less than $40K",4,3,1791,1314,0.725,5109,79,0.756,0.734
108,0,52,"M","Uneducated","$120K +",3,2,2507,1259,0.85,4461,73,0.921,0.502
3252,0,38,"M","Graduate","$120K +",4,3,9703,941,0.721,4190,81,1.025,0.097
9993,0,50,"F","Graduate","Less than $40K",4,2,2080,1799,0.651,5130,82,0.864,0.865
8760,0,31,"M","Graduate","$60K - $80K",2,2,34516,984,0.913,15347,109,0.787,0.029
4308,0,42,"F","Doctorate","$40K - $60K",4,4,4142,688,0.717,4512,81,0.976,0.166
3156,0,41,"M","Graduate","$120K +",3,3,34516,1453,0.357,4147,76,0.949,0.042
2504,0,49,"M","High School","$80K - $120K",4,3,34516,1313,0.583,15154,99,0.833,0.038
3102,1,45,"F","Doctorate","Less than $40K",4,3,2704,2262,0.87,2362,39,0.444,0.837
2908,1,54,"M","Unknown","$40K - $60K",4,3,2902,2517,0.821,996,26,0.444,0.867
7384,0,43,"M","Graduate","$80K - $120K",5,3,2355,1090,0.751,1441,29,0.812,0.463
4414,0,31,"M","Post-Graduate","$60K - $80K",5,1,2685,1580,0.727,1642,36,0.636,0.588
50,1,60,"F","High School","Less than $40K",1,6,8141,1811,1.043,5043,53,0.432,0.222
9839,0,46,"M","High School","$60K - $80K",4,3,14701,1635,0.618,3490,69,0.533,0.111
4682,0,50,"F","College","$40K - $60K",3,2,17304,2517,1.449,1756,33,1.2,0.145
7458,0,43,"F","Graduate","Unknown",6,1,7210,782,0.733,4249,75,0.5,0.108
153,0,44,"F","Uneducated","Less than $40K",4,2,4396,1489,1.258,3942,69,0.816,0.339
1746,0,56,"M","Graduate","$80K - $120K",2,3,25736,1388,0.743,7209,91,0.596,0.054
6014,0,40,"M","College","$80K - $120K",2,1,34516,2052,0.477,3510,62,0.476,0.059
175,0,51,"M","Uneducated","$120K +",2,1,8671,590,0.693,4399,72,0.756,0.068
679,1,56,"F","Uneducated","Less than $40K",1,2,1440,1211,0.465,2141,40,0.481,0.841
5367,0,30,"M","Unknown","$60K - $80K",1,3,23760,1349,0.961,13124,103,0.746,0.057
2700,0,36,"F","Graduate","Less than $40K",1,3,5723,0,0.85,12403,120,0.69,0
4919,0,47,"M","Uneducated","$60K - $80K",5,2,3569,1030,1.09,4612,75,0.923,0.289
9245,0,60,"M","Doctorate","$120K +",6,1,21697,2144,0.654,2117,48,0.655,0.099
3715,0,50,"F","High School","Less than $40K",6,3,5908,0,0.822,3313,72,0.756,0
4674,0,47,"F","High School","$40K - $60K",3,1,1746,0,0.763,4543,75,0.974,0
2825,0,44,"M","Unknown","$40K - $60K",1,1,12967,2517,0.787,4520,74,0.762,0.194
3589,0,53,"F","Unknown","$40K - $60K",2,3,4442,1107,0.822,14437,109,0.912,0.249
10047,0,46,"F","Graduate","$40K - $60K",4,5,3492,1546,1.135,3043,53,1.038,0.443
2685,0,45,"F","Graduate","Less than $40K",3,2,14521,0,0.41,4178,66,0.467,0
5359,0,38,"F","Unknown","Less than $40K",2,3,1946,1430,0.564,4643,87,0.812,0.735
9644,0,48,"F","Graduate","Less than $40K",6,2,9816,0,0.673,3489,81,0.528,0
169,0,36,"M","High School","$60K - $80K",5,2,5497,1517,0.624,1981,38,0.357,0.276
8169,0,55,"M","Doctorate","Less than $40K",2,2,3897,1247,0.689,3681,62,0.632,0.32
5031,1,40,"M","Uneducated","$80K - $120K",3,2,3616,1151,0.687,820,21,0.75,0.318
6339,0,50,"F","College","Less than $40K",3,3,1491,0,0.876,1058,34,0.889,0
1307,1,51,"F","High School","Less than $40K",3,3,2791,940,0.813,2584,49,0.441,0.337
6822,0,62,"M","Graduate","$60K - $80K",3,2,5450,967,0.701,1526,45,0.8,0.177
9879,0,38,"M","Unknown","$80K - $120K",6,1,2172,1475,1.158,2447,46,1.3,0.679
4766,0,55,"F","High School","Less than $40K",5,2,3187,2517,1.144,1627,38,0.652,0.79
3131,1,44,"F","Doctorate","Unknown",5,3,1438.3,0,0.676,2316,48,0.5,0
5148,0,55,"M","Uneducated","$120K +",6,2,29795,2364,0.759,3949,71,0.919,0.079
3783,1,50,"M","Post-Graduate","$80K - $120K",2,3,34516,0,1.032,5547,75,0.744,0
4218,0,48,"M","Unknown","$60K - $80K",2,3,3862,0,0.807,15282,125,0.712,0
3559,0,46,"F","Post-Graduate","Less than $40K",3,1,2552,1879,0.888,4153,79,0.795,0.736
6408,0,26,"M","Unknown","Less than $40K",6,2,2479,828,0.44,2225,44,0.294,0.334
5368,0,51,"F","Graduate","Unknown",5,2,5862,2306,0.807,4305,51,1.318,0.393
1293,0,57,"F","Graduate","$40K - $60K",5,1,10953,1945,0.886,1277,29,0.526,0.178
1010,0,32,"M","High School","Less than $40K",3,2,4500,0,0.626,2439,63,0.703,0
7056,0,48,"M","Unknown","$40K - $60K",6,3,2173,0,0.857,4251,60,0.714,0
9506,0,52,"F","Unknown","Unknown",3,1,29551,2095,1.1,3226,63,0.853,0.071
6426,0,41,"M","College","$120K +",5,3,28020,1470,1.226,1723,36,1.25,0.052
9621,0,43,"M","Graduate","$80K - $120K",3,2,3304,2517,0.741,14565,120,0.818,0.762
5512,0,40,"F","Graduate","Less than $40K",6,2,1438.3,689,0.823,4921,65,0.806,0.479
3206,0,40,"M","College","$60K - $80K",3,2,20304,0,0.809,7494,85,0.667,0
221,0,37,"M","Graduate","Less than $40K",6,3,2463,1751,0.854,2171,58,0.758,0.711
3013,0,48,"F","High School","Less than $40K",1,2,2648,1539,0.94,4926,89,0.816,0.581
9338,0,41,"F","College","Less than $40K",6,3,2225,0,1.06,4917,84,0.75,0
7781,0,58,"M","Unknown","$120K +",3,3,15733,2101,0.597,13986,97,0.764,0.134
828,0,49,"M","Unknown","$40K - $60K",4,2,20756,1710,0.816,1502,31,0.824,0.082
3791,1,55,"M","Unknown","$60K - $80K",3,2,8411,979,1.029,990,22,0.375,0.116
4736,0,50,"F","Graduate","Unknown",5,1,13745,0,0.53,4432,61,0.605,0
9929,0,43,"F","Graduate","$40K - $60K",6,1,6475,1686,0.699,3837,65,0.667,0.26
5008,1,57,"F","High School","Unknown",2,5,1438.3,0,0.733,2607,37,0.609,0
1473,1,58,"M","Graduate","$40K - $60K",2,3,4085,2238,0.568,596,15,0.5,0.548
2424,0,34,"M","Graduate","Less than $40K",1,3,8940,1518,0.726,14459,97,0.702,0.17
125,0,44,"M","High School","$60K - $80K",1,2,34516,1930,0.615,12478,97,0.764,0.056
2330,0,43,"F","Graduate","Less than $40K",5,1,2419,0,0.762,3888,63,0.853,0
6356,0,40,"F","High School","Less than $40K",3,3,1438.3,0,0.845,4332,78,0.696,0
6245,0,35,"F","Unknown","Less than $40K",6,1,2956,1823,0.969,2144,58,0.812,0.617
8455,0,49,"F","Doctorate","Less than $40K",5,1,7789,957,0.724,3412,70,0.842,0.123
5302,0,32,"F","Uneducated","Less than $40K",5,2,2156,1114,0.603,4106,66,0.833,0.517
519,0,35,"F","Uneducated","Less than $40K",4,1,2149,1118,0.903,1581,30,1,0.52
5917,0,44,"F","Unknown","Less than $40K",6,3,1438.3,0,0.561,3576,55,0.833,0
235,0,45,"M","Unknown","$60K - $80K",6,1,11498,1577,0.756,4014,70,0.489,0.137
5869,0,49,"M","Graduate","$80K - $120K",6,1,21378,1284,1.101,3526,64,0.684,0.06
7228,0,53,"F","Graduate","$40K - $60K",3,3,2636,2357,0.654,1333,34,0.545,0.894
8713,0,28,"F","Unknown","Less than $40K",4,3,14910,873,0.737,2560,72,0.674,0.059
1654,0,43,"M","Unknown","$120K +",5,2,34516,1844,1.051,4217,79,0.795,0.053
3456,0,40,"M","Graduate","$80K - $120K",6,2,11942,1651,0.598,1085,29,0.208,0.138
5224,0,46,"F","High School","Less than $40K",4,3,1438.3,725,0.715,3916,79,0.795,0.504
6184,0,50,"F","Uneducated","$40K - $60K",4,3,2784,2458,0.798,4904,81,0.8,0.883
5706,0,43,"F","Unknown","Less than $40K",1,1,10272,1523,0.869,14321,113,0.794,0.148
3937,1,38,"F","High School","$40K - $60K",4,3,1438.3,0,0.406,1986,52,0.486,0
5596,0,57,"M","Graduate","$120K +",6,3,4698,984,0.373,1865,35,0.458,0.209
629,0,46,"M","Unknown","$60K - $80K",4,1,21226,1202,0.755,14103,96,0.655,0.057
2133,1,42,"F","Doctorate","Less than $40K",2,3,1438.3,0,0.373,1693,37,0.423,0
6372,0,40,"M","Graduate","$40K - $60K",4,3,18737,0,0.797,4010,76,0.767,0
3002,0,56,"F","Graduate","Unknown",5,1,14915,1111,0.846,1388,35,0.667,0.074
4374,0,41,"F","High School","Unknown",5,1,5869,0,0.713,4191,65,0.857,0
302,0,31,"M","Graduate","Less than $40K",1,2,5871,1829,0.81,15645,117,0.746,0.312
8269,0,51,"F","Graduate","$40K - $60K",3,3,2146,967,0.569,4253,74,0.721,0.451
2289,1,44,"F","Graduate","Less than $40K",6,3,1984,0,0.89,2506,46,0.643,0
8629,1,48,"M","Doctorate","$60K - $80K",2,3,7277,504,0.582,2356,40,0.29,0.069
5482,1,46,"M","College","$80K - $120K",6,2,1438.3,864,0.766,2299,40,0.481,0.601
3776,1,47,"M","Unknown","$80K - $120K",6,1,8757,0,0.507,2108,47,0.516,0
297,0,49,"F","Unknown","$40K - $60K",4,1,1438.3,0,0.618,4348,79,0.646,0
3085,0,47,"M","Unknown","$120K +",3,2,11629,802,0.912,3752,78,0.902,0.069
6558,0,60,"F","Unknown","Less than $40K",3,4,2882,2081,0.644,4933,103,0.661,0.722
2119,0,50,"M","Unknown","$60K - $80K",4,3,3276,2353,0.725,4488,92,0.736,0.718
5573,0,39,"F","Uneducated","Less than $40K",3,2,2370,2031,0.889,4000,79,0.975,0.857
4939,0,54,"M","Uneducated","$120K +",5,1,34516,0,0.452,3918,67,1.094,0
9306,0,41,"M","Uneducated","$80K - $120K",4,2,4740,1348,0.472,1406,23,0.533,0.284
3287,0,46,"M","High School","$80K - $120K",2,1,21350,1724,0.512,4878,78,0.444,0.081
5862,0,44,"M","Graduate","$60K - $80K",6,2,11338,0,0.695,1227,24,0.5,0
7866,0,61,"M","Uneducated","$40K - $60K",5,3,1438.3,847,0.436,1397,43,0.483,0.589
5923,1,45,"F","High School","Unknown",6,4,17156,2517,0.717,1142,33,0.32,0.147
5694,0,40,"M","Graduate","$120K +",6,4,14713,905,0.817,4125,82,0.822,0.062
6570,0,51,"M","Graduate","$40K - $60K",2,2,11467,1146,1.018,14373,97,0.764,0.1
2209,0,38,"M","High School","$120K +",2,4,34516,0,0.919,13781,106,0.797,0
7182,0,42,"F","Graduate","$40K - $60K",3,1,3433,1869,0.838,4504,84,0.787,0.544
2226,0,56,"F","College","Less than $40K",6,2,2641,1257,0.891,1439,39,1.053,0.476
6869,0,48,"M","Post-Graduate","$60K - $80K",3,2,11596,1258,0.426,4686,67,0.675,0.108
3924,0,42,"F","College","Less than $40K",4,3,3044,1865,0.852,4854,85,1.024,0.613
6264,0,47,"M","Post-Graduate","$120K +",3,3,34516,1652,0.756,14738,113,0.766,0.048
8815,0,34,"M","Uneducated","$80K - $120K",3,2,12182,1136,0.753,2295,63,0.5,0.093
10102,0,57,"F","Unknown","$40K - $60K",5,2,3251,1887,1.007,3228,67,0.763,0.58
5001,1,43,"M","Doctorate","$60K - $80K",3,2,18229,0,0.544,2060,39,0.625,0
5319,1,38,"F","Graduate","$40K - $60K",4,3,4047,0,0.648,2134,34,0.478,0
4072,1,49,"F","Graduate","Unknown",2,3,4946,0,0.54,2239,38,0.407,0
986,0,49,"M","High School","$60K - $80K",6,3,12938,661,0.725,1282,32,0.778,0.051
1888,0,49,"M","Graduate","$60K - $80K",4,6,2952,2517,0.809,3830,77,0.51,0.853
7934,0,55,"M","Graduate","$60K - $80K",6,2,2173,1520,0.652,1485,26,0.529,0.699
3873,1,43,"M","College","$80K - $120K",6,3,7278,0,0.618,2120,43,0.593,0
3059,0,49,"F","Graduate","Less than $40K",3,1,3252,2517,0.878,7418,90,0.579,0.774
2204,0,43,"F","High School","Unknown",5,1,10305,1870,0.722,4018,63,0.8,0.181
2755,0,48,"M","High School","$60K - $80K",4,1,9728,0,0.806,3756,57,0.727,0
4593,0,40,"M","Graduate","$40K - $60K",3,2,6033,0,0.834,4505,74,0.721,0
5817,0,29,"M","Uneducated","$40K - $60K",2,3,11522,1203,0.847,13720,119,0.831,0.104
9127,1,48,"M","Unknown","$40K - $60K",2,3,11272,1744,0.347,1455,34,0.214,0.155
5901,0,49,"M","Graduate","$80K - $120K",6,3,17285,1853,0.882,4787,60,0.714,0.107
97,0,54,"M","Graduate","$60K - $80K",3,3,2290,1434,0.923,1119,18,3.5,0.626
5393,0,49,"F","Uneducated","Less than $40K",5,2,2081,0,1.004,4863,87,0.706,0
4938,1,51,"M","High School","$60K - $80K",5,3,4123,1760,0.869,2447,40,0.429,0.427
6934,0,42,"M","Unknown","Less than $40K",1,1,14630,0,0.752,8217,99,0.65,0
2250,1,39,"F","Graduate","Less than $40K",1,3,1438.3,811,0.571,2336,46,0.278,0.564
8633,0,40,"F","Unknown","Less than $40K",4,1,2129,1507,0.636,3655,70,0.667,0.708
7254,0,30,"M","College","$40K - $60K",3,3,3143,1075,0.643,2510,57,0.629,0.342
5730,0,45,"F","College","Less than $40K",5,1,3349,2517,0.786,4405,55,1.391,0.752
3711,0,62,"M","Uneducated","$60K - $80K",4,1,12814,1010,0.869,3566,76,0.551,0.079
1856,0,39,"F","Unknown","Less than $40K",1,2,15987,1494,0.731,8438,92,0.84,0.093
7329,0,58,"F","Graduate","Less than $40K",2,2,4299,1334,0.66,15068,123,0.685,0.31
8046,1,39,"M","College","$80K - $120K",1,3,12464,0,0.864,1195,35,0.522,0
4779,0,45,"F","Graduate","Less than $40K",4,1,2289,1037,0.504,4483,72,0.5,0.453
5886,0,49,"F","Unknown","Less than $40K",3,2,2393,1667,0.974,3768,79,0.681,0.697
6652,0,56,"F","High School","Less than $40K",3,1,3422,2517,0.914,4922,84,0.68,0.736
1963,1,53,"F","Graduate","$40K - $60K",2,3,2121,0,0.618,1464,32,0.778,0
9411,0,55,"M","High School","$120K +",3,2,17627,1756,0.757,4836,74,0.721,0.1
9087,1,47,"M","Doctorate","$80K - $120K",1,3,1438.3,0,0.454,2388,42,0.5,0
1552,0,52,"F","Uneducated","Less than $40K",5,1,2936,2181,0.478,4650,78,0.625,0.743
1339,0,51,"F","Unknown","Less than $40K",3,2,4333,1848,0.634,7643,85,0.771,0.426
6067,0,46,"M","College","$60K - $80K",5,2,9981,807,0.655,1456,30,0.667,0.081
1343,1,39,"F","Uneducated","Less than $40K",4,3,1438.3,576,0.849,2567,48,0.6,0.4
7146,0,39,"F","High School","Less than $40K",5,3,3086,2213,0.695,4684,81,0.8,0.717
70,0,44,"F","Uneducated","Less than $40K",6,3,11879,0,0.735,3490,62,0.938,0
9754,0,45,"M","High School","$60K - $80K",1,5,12399,1461,0.645,7855,82,0.414,0.118
1691,0,44,"F","High School","Unknown",4,3,13349,0,0.882,3534,78,0.902,0
6383,1,53,"M","Uneducated","$120K +",4,2,19138,0,0.482,2028,43,0.303,0
6930,0,38,"M","Unknown","$120K +",5,3,30746,1168,0.653,1519,43,0.72,0.038
8282,0,48,"M","Unknown","$60K - $80K",4,3,1622,1249,0.585,4164,66,0.61,0.77
1390,1,50,"F","Graduate","Less than $40K",5,4,4248,316,0.661,2271,36,0.333,0.074
4629,0,47,"M","College","$80K - $120K",1,1,3429,1779,0.938,14107,99,0.65,0.519
1151,0,49,"M","Unknown","$80K - $120K",6,3,34516,0,0.665,2512,45,0.324,0
4659,0,48,"M","Uneducated","$40K - $60K",3,5,11427,2307,0.848,15243,107,0.754,0.202
9081,0,48,"M","Graduate","$60K - $80K",2,1,15618,0,0.706,7549,77,0.638,0
4547,0,37,"F","High School","Less than $40K",6,6,3148,0,0.498,1401,31,0.722,0
246,1,39,"F","Graduate","Less than $40K",3,2,1677,0,0.869,2437,41,0.708,0
5273,0,31,"M","High School","$60K - $80K",2,1,4328,1493,0.651,14731,120,0.765,0.345
6483,0,46,"M","Doctorate","$80K - $120K",6,1,12935,1417,0.738,3528,61,0.743,0.11
8785,0,54,"M","Uneducated","$60K - $80K",5,1,6401,1471,0.655,4465,63,0.703,0.23
5809,0,50,"F","Unknown","$40K - $60K",6,2,2661,1575,0.735,4615,82,0.708,0.592
543,1,51,"M","Graduate","$80K - $120K",5,3,1438.3,327,0.528,1783,40,0.481,0.227
2768,0,26,"F","Graduate","$40K - $60K",6,3,1643,1101,0.713,2152,50,0.471,0.67
5197,0,37,"M","Unknown","$60K - $80K",5,1,2576,1640,1.128,2568,34,0.889,0.637
1777,0,48,"M","Graduate","$80K - $120K",4,3,9030,2369,0.662,4899,84,0.867,0.262
294,0,47,"M","Graduate","$60K - $80K",4,4,8567,1695,1.242,1457,41,1.412,0.198
8506,1,48,"F","Uneducated","Less than $40K",5,3,4960,0,0.882,2430,48,0.548,0
8100,0,39,"F","Graduate","Less than $40K",4,3,2310,1306,0.525,4343,74,0.682,0.565
5462,1,49,"F","Graduate","Less than $40K",5,3,1938,0,0.612,2870,49,0.75,0
5627,0,45,"F","Graduate","Less than $40K",5,2,4753,0,0.856,3895,71,0.578,0
2361,0,42,"F","Post-Graduate","Less than $40K",6,3,4959,1483,0.902,4286,71,0.614,0.299
1929,0,60,"M","Uneducated","Less than $40K",5,3,2402,1728,0.652,1650,53,0.606,0.719
9163,0,46,"M","Graduate","$80K - $120K",6,3,19838,1290,0.59,3982,68,0.581,0.065
1860,0,40,"F","High School","Less than $40K",3,1,1826,944,0.686,4528,65,0.667,0.517
8344,0,45,"F","Graduate","Unknown",6,1,14470,1157,0.966,1207,21,0.909,0.08
881,0,48,"M","Unknown","$60K - $80K",4,1,1438.3,0,0.836,4509,74,0.451,0
7341,0,64,"M","Graduate","Less than $40K",4,3,1861,1677,0.742,5225,94,0.679,0.901
8590,0,40,"M","Unknown","$40K - $60K",4,2,23981,1788,0.631,1421,34,0.308,0.075
3010,0,55,"F","Unknown","Unknown",5,5,3602,2013,0.839,1935,47,1.474,0.559
6122,1,42,"M","High School","$80K - $120K",1,3,22993,0,1.004,7867,75,0.786,0
3851,1,56,"M","Graduate","$80K - $120K",3,6,8688,0,0.426,2361,41,0.464,0
1159,0,46,"F","Unknown","Less than $40K",2,3,2474,2143,1.53,1541,40,1,0.866
117,0,49,"F","Unknown","Unknown",4,1,11320,0,0.669,2845,57,0.727,0
6646,0,47,"F","High School","Less than $40K",4,2,3139,0,0.728,4892,95,0.827,0
